task_name,anthropic/claude-4-sonnet-thinking-off,anthropic/claude-4-sonnet-thinking-on-10k,deepseek-ai/DeepSeek-R1-0528,deepseek-ai/DeepSeek-V3-0324,openai/gpt-4.1,openai/gpt-4o-20240806,openai/gpt-4o-mini,openai/o3-high,openai/o4-mini-high,togetherai/Qwen/Qwen3-235B-A22B-FP8,togetherai/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,togetherai/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,togetherai/moonshotai/Kimi-K2-Instruct
find_distance_with_location_name_alt_all_tools,0.87665349970505,0.8395579120536293,0.18883877444630703,0.16736693823753956,0.8667333693638404,0.9784326180871904,0.8917021246592264,0.915633587671299,0.9784326180871904,0.7959425886012345,0.8917021246592264,0.7981719253584006,0.5316294450890954
find_distance_with_location_name_insufficient_information,1,1,0.0,1,1,1,0.0,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_10_distraction_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_3_distraction_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_3_distraction_tools_arg_description_scrambled,1,1,0.0,1,1,1,1,1,1,1,0.0,0.0,1
find_distance_with_location_name_insufficient_information_3_distraction_tools_arg_type_scrambled,1,1,1,1,1,1,0.0,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_3_distraction_tools_tool_description_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_3_distraction_tools_tool_name_scrambled,1,1,1,1,1,0.0,1,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_all_tools,1,1,1,1,1,0.0,1,1,1,1,0.0,1,0.0
find_distance_with_location_name_insufficient_information_alt,1,1,1,1,1,0.0,1,1,1,1,1,1,1
find_distance_with_location_name_insufficient_information_alt_10_distraction_tools,1,1,1,1,1,1,0.0,1,1,1,1,0.0,1
find_distance_with_location_name_insufficient_information_alt_3_distraction_tools,1,1,1,0.0,1,1,1,0.0,0.0,1,1,1,1
find_distance_with_location_name_insufficient_information_alt_3_distraction_tools_arg_description_scrambled,1,1,1,0.0,0.0,1,0.0,1,1,1,1,1,0.0
find_distance_with_location_name_insufficient_information_alt_3_distraction_tools_arg_type_scrambled,1,0.0,1,1,1,1,1,1,1,1,0.0,1,1
find_distance_with_location_name_insufficient_information_alt_3_distraction_tools_tool_description_scrambled,1,1,0.0,0.0,1,1,0.0,1,1,0.0,1,1,1
find_distance_with_location_name_insufficient_information_alt_3_distraction_tools_tool_name_scrambled,1,1,1,1,1,1,0.0,0.0,0.0,1,1,1,1
find_distance_with_location_name_insufficient_information_alt_all_tools,1,1,1,1,1,0.0,0.0,1,1,1,1,1,1
find_distance_with_location_name_low_battery_mode_multiple_user_turn,0.6878488234975443,0.5078623592937467,0.12599209982303003,0.10857669831055558,0.10582673483327878,0.4829826448545328,0.9200400216183041,0.8999999918622489,0.9701161480964918,0.46267132098079655,0.49361851881766816,0.46166031535681107,0.9526285638494152
find_distance_with_location_name_low_battery_mode_multiple_user_turn_10_distraction_tools,0.4806504267695903,0.08756119976931157,0.08365189224379774,0.11330326466778422,0.5108393631485142,0.0973671843673646,0.9179519472802345,0.9211413665168422,0.9473612585620834,0.4620414150783817,0.5014287565226925,0.6618224936927166,0.12040268478118625
find_distance_with_location_name_low_battery_mode_multiple_user_turn_3_distraction_tools,0.27119724098782433,0.11696070370854708,0.0973671843673646,0.11897766705345722,0.09443263310832048,0.48766349030545575,0.7160019646700158,0.9493801526027795,0.9350212747955359,0.45731042765223745,0.48021447362088343,0.8673261771246772,
find_distance_with_location_name_low_battery_mode_multiple_user_turn_3_distraction_tools_arg_description_scrambled,0.6892577176224794,0.5058267348332788,0.09335330482300161,0.11163679550098818,0.5085766983105555,0.2923216927429131,0.7189776670534572,0.09335330482300161,0.12114136651684222,0.46383834088228443,0.09085602273328536,0.4596198628353533,0.9317267483731524
find_distance_with_location_name_low_battery_mode_multiple_user_turn_3_distraction_tools_arg_type_scrambled,0.49157713009430515,0.6967509192426162,0.09614996244114982,0.10716645675622212,0.09799945376138783,0.5247063783322947,0.6763142757144414,0.08860617973116566,0.6867596742897792,0.05885048887296009,0.6,0.4622903319444035,
find_distance_with_location_name_low_battery_mode_multiple_user_turn_3_distraction_tools_tool_description_scrambled,0.9040584156127288,0.5124576863068656,0.09252437397921956,0.10455158940356794,0.9587401019421558,0.1007042371714495,0.2999999918622489,0.9051814285184978,0.08298264485453274,0.43542194580751226,0.9769279240925691,0.04066127256856473,0.5045515894035679
find_distance_with_location_name_low_battery_mode_multiple_user_turn_3_distraction_tools_tool_name_scrambled,0.5150739133742832,0.10786235929374668,0.10333576023770304,0.12025709350837163,0.5071664567562222,0.49244816029754634,0.6,0.9193980855392901,0.11417486223783224,0.8678857012091928,0.7141748622378323,0.4612884093871708,0.5189776670534572
find_distance_with_location_name_low_battery_mode_multiple_user_turn_all_tools,0.4993150433252027,0.4644855940996596,0.08399472837172471,0.10556671651281158,0.7432370795078276,0.2970570894193883,0.4892577176224794,0.9493801526027795,0.12347157965688171,0.07685171546514612,0.1027486146066964,0.8733008210949077,
find_distance_with_location_name_multiple_user_turn,0.8402332719394522,0.8345070619524159,0.17977059882291113,0.1573877218472008,0.1462771050672068,0.8917021246592264,0.8841593039220189,0.8812198599490455,0.9578601560645357,0.11457414254208781,0.8545612304067457,0.7854031737144284,0.915633587671299
find_distance_with_location_name_multiple_user_turn_10_distraction_tools,0.16414101281011928,0.19029143706305374,0.17748028199484847,0.18606132583498028,0.9200093052786817,0.14299623597757039,0.14315336577984664,0.1573877218472008,0.8632532454670575,0.7873500219539004,0.8600032744500262,0.7734999563524839,0.9312335032369262
find_distance_with_location_name_multiple_user_turn_3_distraction_tools,0.8584565222904721,0.16099878551028748,0.1480354049389984,0.19658657880039085,0.1573877218472008,0.9004136755391232,0.8555054411129737,0.16784039528574915,0.13999121395287453,0.780341190751582,0.8632532454670575,0.1055460242928223,0.9312335032369262
find_distance_with_location_name_multiple_user_turn_3_distraction_tools_arg_description_scrambled,0.158084130389628,0.8333333197704148,0.15045350152137024,0.1949345061809118,0.9143502355813468,0.9022327943808403,0.9187349219460756,0.19946948238567344,0.14610581717575954,0.7998816766017688,0.8862112472885872,0.7797305996542491,0.9414190152689095
find_distance_with_location_name_multiple_user_turn_3_distraction_tools_arg_type_scrambled,0.19029143706305374,0.16496585024481478,0.1442730472121685,0.1855251237714917,0.9312335032369262,0.17029096871816637,0.14876286270413233,0.1388576339740245,0.8527279925016469,0.11763906935185313,0.8667333693638404,0.777777766743673,0.17425264900594659
find_distance_with_location_name_multiple_user_turn_3_distraction_tools_tool_description_scrambled,0.8313005967482824,0.8416163297120853,0.17124769101116066,0.19029143706305374,0.9312335032369262,0.8600032744500262,0.868568944194737,0.1666666531037482,0.14559673140426024,0.7900581067196767,0.8584565222904721,0.09354182665443407,0.17425264900594659
find_distance_with_location_name_multiple_user_turn_3_distraction_tools_tool_name_scrambled,0.8501070607645138,0.8433567249197975,0.1573877218472008,0.18473227191419028,0.9242679569317324,0.8917021246592264,0.8555054411129737,0.8409193156726132,0.8357145942044873,0.7929286977477852,0.1466220896389652,0.7887096551355173,0.15647794908908716
find_distance_with_location_name_multiple_user_turn_all_tools,0.87665349970505,0.1949345061809118,0.14559673140426024,0.19178985562380538,0.9122687642701391,0.16441412301319727,0.9285336572307719,0.14362896513268456,0.13999121395287453,0.803814635378445,0.15927277764222533,0.7765480686569172,0.19281548479502994
find_min_temperature_weekday_insufficient_information,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_10_distraction_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_3_distraction_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_3_distraction_tools_arg_description_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_3_distraction_tools_arg_type_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_3_distraction_tools_tool_description_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_3_distraction_tools_tool_name_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_all_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_10_distraction_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_3_distraction_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_3_distraction_tools_arg_description_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_3_distraction_tools_arg_type_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_3_distraction_tools_tool_description_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_3_distraction_tools_tool_name_scrambled,1,1,1,1,1,1,1,1,1,1,1,1,1
find_min_temperature_weekday_insufficient_information_alt_all_tools,1,1,1,1,1,1,1,1,1,1,1,1,1
find_phone_number_with_location_name,0.816638073481553,0.7751605911467707,0.343528808110299,0.2736486874546213,0.8271066186947504,0.951607844803408,0.87570014911735,0.9121285229033641,0.9016903625690313,0.7239769436281389,0.841346227105073,0.6786349829693574,0.9439519927233148
find_phone_number_with_location_name_10_distraction_tools,0.8028534162921055,0.7857539502698774,0.31282278434021704,0.3086789491422043,0.8168777644514593,0.4300693056496312,0.951607844803408,0.7714417457763889,0.8107232342708037,0.7243376142972797,0.8466806211074356,0.7008451729211047,0.8404885635597742
find_phone_number_with_location_name_3_distraction_tools,0.8028534162921055,0.7910224891436675,0.33471646038601083,0.32182978992356825,0.8208145404571636,0.951607844803408,0.8836119282283529,0.9367902340968035,0.4067756015787978,0.7438092980933289,0.9121285229033641,0.712645174153399,0.8553512098866508
find_phone_number_with_location_name_3_distraction_tools_arg_description_scrambled,0.7689047633458741,0.788340100158201,0.3249545453307055,0.3194805764168558,0.8228580023110006,0.4300693056496312,0.38782778965871806,0.9016903625690313,0.8815714096235379,0.7397423324161913,0.9121285229033641,0.7219759849132031,0.8404885635597742
find_phone_number_with_location_name_3_distraction_tools_arg_type_scrambled,0.8113173604241044,0.8499513939012934,0.29670240037625123,0.30989902901262023,0.7997148170502029,0.45160784480340793,0.8968502548553894,0.917774817256253,0.8616419265894546,0.6899105190971444,0.852364926412042,0.7002290708645702,0.8649599240837671
find_phone_number_with_location_name_3_distraction_tools_tool_description_scrambled,0.7820424420170565,0.7952407878726562,0.27265899551472816,0.24037490610287454,0.3439720697316045,0.951607844803408,0.8878277896587181,0.24037490610287454,0.39685025485538944,0.21449435396635558,0.3499513939012934,0.19774088021137995,0.24568877152278729
find_phone_number_with_location_name_3_distraction_tools_tool_name_scrambled,0.8439720697316044,0.864398439529712,0.301267776754523,0.2751605911467707,0.8271066186947504,0.951607844803408,0.8719800984456316,0.8968502548553894,0.40169036256903135,0.7288556708247598,0.841346227105073,0.6931125740435251,0.7924017592713677
find_phone_number_with_location_name_all_tools,0.843528808110299,0.8149802495575751,0.269304327397304,0.2876847834357081,0.8271066186947504,0.951607844803408,0.951607844803408,0.40169036256903135,0.917774817256253,0.7112992812262464,0.8404885635597742,0.714628909924642,0.856882920668458
find_stock_symbol_with_company_name,0.9367902340968035,0.917774817256253,0.3499513939012934,0.3439720697316045,1.0,0.9886324023031038,0.9886324023031038,1.0,0.9886324023031038,0.7320794207630091,0.9367902340968035,0.744316183090005,0.8028534162921055
find_stock_symbol_with_company_name_10_distraction_tools,0.9439519927233148,0.9016903625690313,0.30447298901531317,0.3149802495575751,0.9367902340968035,0.9886324023031038,1.0,1.0,0.4252903702412298,0.7730108124964835,0.5,0.7416603521705385,0.7832581616694605
find_stock_symbol_with_company_name_3_distraction_tools,0.917774817256253,0.917774817256253,0.3293168709328808,0.30747785761010366,1.0,0.9886324023031038,0.9886324023031038,0.4054801351215481,0.9886324023031038,0.7740772773349799,0.9300693056496312,0.7579165933861576,1.0
find_stock_symbol_with_company_name_3_distraction_tools_arg_description_scrambled,0.9367902340968035,0.8616419265894546,0.32081454045716357,0.3123983361444431,1.0,0.9886324023031038,0.9886324023031038,0.5,0.9252903702412298,0.6833326797996642,0.9300693056496312,0.7423135075855842,1.0
find_stock_symbol_with_company_name_3_distraction_tools_arg_type_scrambled,0.8516338717095078,0.87570014911735,0.31882185185136874,0.32041201935362035,0.9886324023031038,0.9237438366911865,0.9886324023031038,0.9149132662808577,0.9252903702412298,0.7378838077869454,0.9300693056496312,0.7243376142972797,0.9149132662808577
find_stock_symbol_with_company_name_3_distraction_tools_tool_description_scrambled,0.9367902340968035,0.8616419265894546,0.3086789491422043,0.36495992408376715,0.9300693056496312,0.9886324023031038,0.5,0.38157140962353786,0.9886324023031038,0.7215154493279141,0.5,0.6972578880376009,0.9149132662808577
find_stock_symbol_with_company_name_3_distraction_tools_tool_name_scrambled,0.917774817256253,0.8553512098866508,0.352364926412042,0.32285800231100054,1.0,0.9886324023031038,0.5,0.3533491915712604,0.9886324023031038,0.7719607627743996,0.9300693056496312,0.7215154493279141,0.8968502548553894
find_stock_symbol_with_company_name_all_tools,0.917774817256253,0.917774817256253,0.36495992408376715,0.3439720697316045,1.0,0.9886324023031038,0.9886324023031038,0.37475616820801316,0.9886324023031038,0.7499999796556223,0.5,0.7179634865887657,1.0
find_stock_symbol_with_company_name_low_battery_mode,0.9456168973944326,0.9318539376406231,0.18816819659199205,0.0,0.9727246772518117,0.9971417615213746,1.0,1.0,0.9971417615213746,0.9141049388725957,0.9714258611378374,0.9062368044176884,
find_stock_symbol_with_company_name_low_battery_mode_10_distraction_tools,0.9785210103185955,0.9430652072255271,0.19774440078679126,0.0,1.0,0.9971417615213746,0.9971417615213746,0.980567335674752,1.0,0.9123009509186947,0.9714258611378374,0.9120134334435388,0.9875941510231807
find_stock_symbol_with_company_name_low_battery_mode_3_distraction_tools,0.9484251274276947,0.9233403105537178,0.20430470068087306,0.0,1.0,1.0,0.9971417615213746,1.0,1.0,0.4102271462403517,0.9714258611378374,0.9158901871169457,
find_stock_symbol_with_company_name_low_battery_mode_3_distraction_tools_arg_description_scrambled,0.949631489203034,0.9267766881038131,0.19963148920303403,0.0,1.0,0.9971417615213746,0.9971417615213746,0.9971417615213746,0.980567335674752,0.9292620962333793,0.9714258611378374,0.9137944252426811,
find_stock_symbol_with_company_name_low_battery_mode_3_distraction_tools_arg_type_scrambled,0.954304700680873,0.9325363444447052,0.1972680157881988,0.0,1.0,0.25,1.0,0.980567335674752,0.9971417615213746,0.6300957583392228,0.9714258611378374,0.910095330195754,0.9664359513251013
find_stock_symbol_with_company_name_low_battery_mode_3_distraction_tools_tool_description_scrambled,0.9394186439697919,0.9369733360849972,0.20430470068087306,0.0,1.0,0.9971417615213746,0.9971417615213746,0.22773703757866703,0.9971417615213746,0.3823136835055003,0.25,0.9009425551044273,
find_stock_symbol_with_company_name_low_battery_mode_3_distraction_tools_tool_name_scrambled,0.9522086232999073,0.9273083606898442,0.19963148920303403,0.0,1.0,0.9818591451856146,1.0,0.22773703757866703,0.9971417615213746,0.9213585194099919,0.9714258611378374,0.9133362496090529,0.21563281824829902
find_stock_symbol_with_company_name_low_battery_mode_all_tools,0.9801477342630127,0.9369733360849972,0.20579078331267786,0.0,1.0,1.0,1.0,0.980567335674752,0.9971417615213746,0.6594474036951774,0.9818591451856146,0.9078444430726202,1.0
find_stock_symbol_with_company_name_low_battery_mode_alt,0.9450874768582396,0.9205607263491706,0.1833953927485375,0.0,0.9675965616158776,0.9936588613757598,0.9863661795253893,0.9944976465831828,0.992039656132766,0.9108978681521837,0.9701782771013975,0.9169238838074343,0.0
find_stock_symbol_with_company_name_low_battery_mode_alt_10_distraction_tools,0.9365866219225866,0.9247151917224987,0.1970796901861033,0.0,0.9712144749942613,0.9875941510231807,0.9697731601554198,0.9601633863126675,0.9971417615213746,0.9076076079929114,0.9701782771013975,0.8936491509776309,0.9936588613757598
find_stock_symbol_with_company_name_low_battery_mode_alt_3_distraction_tools,0.9428225115338076,0.9212881065754532,0.18207941995288587,0.0,0.9971417615213746,0.9971417615213746,0.9491226054390995,0.9944976465831828,0.9754926832457091,0.9090673060689028,0.9701782771013975,0.9106272223292791,1.0
find_stock_symbol_with_company_name_low_battery_mode_alt_3_distraction_tools_arg_description_scrambled,0.9430652072255271,0.9187211727179597,0.19456792396619027,0.19508747685823954,0.9593503383412255,0.9743101400720268,0.9612116594403757,0.9944976465831828,0.9944976465831828,0.9137944252426811,0.9701782771013975,0.9120134334435388,
find_stock_symbol_with_company_name_low_battery_mode_alt_3_distraction_tools_arg_type_scrambled,0.9358296393706047,0.9290214995925727,0.18347490543576525,0.0,0.964593553725761,0.25,0.9591504822792949,0.9541241434020165,0.9944976465831828,0.6238956349349072,0.9701782771013975,0.9158901871169457,0.742039656132766
find_stock_symbol_with_company_name_low_battery_mode_alt_3_distraction_tools_tool_description_scrambled,0.938168196591992,0.9230742484336454,0.20430470068087306,0.0,0.9709208924473571,0.9759781418231581,0.9908731211418982,0.980567335674752,0.9971417615213746,0.9069117336552334,0.9714258611378374,0.9099642645898873,0.9697731601554198
find_stock_symbol_with_company_name_low_battery_mode_alt_3_distraction_tools_tool_name_scrambled,0.9286884345296477,0.91894360954143,0.2035890710513927,0.0,0.9740787703490201,0.9801477342630127,0.9936588613757598,0.975133331362092,0.9944976465831828,0.9090673060689028,0.9701782771013975,0.9074901247787875,0.977737037578667
find_stock_symbol_with_company_name_low_battery_mode_alt_all_tools,0.9522086232999073,0.9247151917224987,0.19226439901875034,0.20817078958977275,0.9701782771013975,0.9759781418231581,0.9936588613757598,0.9944976465831828,0.992039656132766,0.9015308166612916,0.9818591451856146,0.9107621465218043,0.975133331362092
find_temperature,0.8218297899235683,0.8194805764168558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722440359452986,0.8605623871101831,0.7199331344584478,0.0
find_temperature_10_distraction_tools,0.8242496539203765,0.7943775115366127,0.0,0.0,0.8375531869888395,0.0,0.0,0.7526597597133801,0.8684031464052085,0.7820424420170565,0.864398439529712,0.6914975946618975,0.7790919887524704
find_temperature_3_distraction_tools,0.8194805764168558,0.8066874130783054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907856892861032,0.856882920668458,0.664102141098738,0.8904483257578941
find_temperature_3_distraction_tools_arg_description_scrambled,0.0,0.8149802495575751,0.0,0.0,0.0,0.0,0.8605623871101831,0.0,0.0,0.672488918292967,0.864398439529712,0.6964002230383941,0.0
find_temperature_3_distraction_tools_arg_type_scrambled,0.8149802495575751,0.797444167633643,0.0,0.0,0.0,0.0,0.8769737147229411,0.0,0.0,0.6855364001100904,0.8499513939012934,0.6708080118275703,0.8194805764168558
find_temperature_3_distraction_tools_tool_description_scrambled,0.0,0.7790919887524704,0.0,0.0,0.0,0.0,0.0,0.0,0.812822784340217,0.7418772981065405,0.8293168709328809,0.691038718343046,0.0
find_temperature_3_distraction_tools_tool_name_scrambled,0.0,0.7790919887524704,0.0,0.0,0.0,0.0,0.3242496539203766,0.0,0.0,0.6947743270026305,0.8725899067692606,0.6939138829018516,0.0
find_temperature_all_tools,0.2943775115366127,0.27828768565723755,0.0,0.0,0.3242496539203766,0.42171633121188085,0.40252031151305817,0.28325816166946055,0.8347164603860109,,0.3499513939012934,0.7074566121363318,0.3904483257578941
find_temperature_f_with_location,0.9326371537204716,0.9222898687218893,0.0,0.0,0.9541770909977321,0.9827694324168976,0.9827694324168976,0.9596975468738931,0.9636329030024156,0.8911676201290807,0.9727953002005242,0.3333333333333333,0.9692953437624561
find_temperature_f_with_location_10_distraction_tools,0.9163123885420698,0.9304541987524187,0.0,0.0,0.9578601531717883,0.9782184223445256,0.9827694324168976,0.9544126606610849,0.9713613470914607,0.0,0.9727953002005242,0.3333333333333333,0.6394619668671909
find_temperature_f_with_location_3_distraction_tools,0.9234425743182181,0.9230191986916672,0.0,0.0,0.9570968509829814,0.9636329030024156,0.9827694324168976,0.3333333333333333,0.9294395869148043,0.8801271069276719,0.9417377942600682,0.3333333333333333,0.3333333333333333
find_temperature_f_with_location_3_distraction_tools_arg_description_scrambled,0.9274891965259101,0.9215748241017919,0.0,0.0,0.9541770909977321,0.9692953437624561,0.9827694324168976,0.9260905652882537,0.9442277194530303,0.8859633053490447,0.9727953002005242,0.3333333333333333,0.975423572674774
find_temperature_f_with_location_3_distraction_tools_arg_type_scrambled,0.9133776385325572,0.9260905652882537,0.0,0.0,0.9586377185910933,0.9807621909629528,0.9703160501048894,0.3333333333333333,0.9713613470914607,0.0,0.9727953002005242,0.3333333333333333,0.0
find_temperature_f_with_location_3_distraction_tools_tool_description_scrambled,0.9240869429673695,0.8873518248866669,0.0,0.0,0.9501536550372696,0.3333333333333333,0.9827694324168976,0.9727953002005242,0.9827694324168976,0.3333333333333333,0.9727953002005242,0.3333333333333333,0.9578601531717883
find_temperature_f_with_location_3_distraction_tools_tool_name_scrambled,0.9230191986916672,0.9401613040383873,0.0,0.0,0.9570968509829814,0.9890359949329289,0.9827694324168976,0.9679708557642108,0.9735303123506837,0.5186306662867116,0.9807621909629528,0.3333333333333333,0.9049179127061969
find_temperature_f_with_location_all_tools,0.9222898687218893,0.9007707197521819,0.0,0.0,0.9570968509829814,0.9758121935808194,0.9636329030024156,0.9703160501048894,0.9602377028018633,0.3333333333333333,0.9727953002005242,0.3333333333333333,0.3333333333333333
find_temperature_f_with_location_alt,0.9230191986916672,0.9240869429673695,0.0,0.0,0.619458071634348,0.9758121935808194,0.9619011481837831,0.9544126606610849,0.9410543777502371,0.8707244342507942,0.6222778297787195,0.8761884048964248,0.9393962683628078
find_temperature_f_with_location_alt_10_distraction_tools,0.9340946590199847,0.9267833024776527,0.0,0.0,0.9544126606610849,0.9692953437624561,0.9758121935808194,0.9215748241017919,0.3333333333333333,0.890185064565336,0.9512320036397468,0.8792632049269032,0.9331168189432044
find_temperature_f_with_location_alt_3_distraction_tools,0.928208723761433,0.9294395869148043,0.0,0.0,0.9482822125871676,0.9692953437624561,0.9758121935808194,0.9423456948220008,0.939072934241164,0.0,0.9527914049676814,0.8790933278895231,0.5794854974354631
find_temperature_f_with_location_alt_3_distraction_tools_arg_description_scrambled,0.9208735524099083,0.9320292129862503,0.0,0.0,0.9512320036397468,0.9616192999923484,0.9758121935808194,0.3333333333333333,0.9541770909977321,0.3333333333333333,0.9455339763723932,0.3333333333333333,0.9163123885420698
find_temperature_f_with_location_alt_3_distraction_tools_arg_type_scrambled,0.9331168189432044,0.9328419856040453,0.0,0.0,0.9482822125871676,0.9692953437624561,0.6424788602474861,0.9371875103626257,0.939072934241164,0.0,0.9455339763723932,0.8742527306935884,0.975423572674774
find_temperature_f_with_location_alt_3_distraction_tools_tool_description_scrambled,0.9350981824187716,0.9157057036568409,0.0,0.0,0.9544126606610849,0.9782184223445256,0.9654383604653601,0.9260905652882537,0.9514511559773527,0.8679234068059031,0.9501536550372696,0.3333333333333333,0.9195103968135734
find_temperature_f_with_location_alt_3_distraction_tools_tool_name_scrambled,0.9260905652882537,0.9362781643998764,0.0,0.0,0.9497302194483238,0.9616192999923484,0.9654383604653601,0.9567954154878368,0.9501536550372696,0.8813791939295846,0.9512320036397468,0.8501601926307846,
find_temperature_f_with_location_alt_all_tools,0.9294395869148043,0.9181968209056203,0.0,0.0,0.9429631290682363,0.9727953002005242,0.9758121935808194,0.6666666666666666,0.9713613470914607,0.0,0.9570968509829814,0.8854732518301276,0.9423456948220008
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn,0.6,0.4,0.0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.6,0.4,
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_10_distraction_tools,0.6,0.6,0.0,0.0,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.6,0.6
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_3_distraction_tools,0.6,0.6,0.0,0.0,0.6,0.6,0.6,0.4,0.6,0.0,0.6,0.0,
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_3_distraction_tools_arg_description_scrambled,0.6,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.6
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_3_distraction_tools_arg_type_scrambled,0.6,0.6,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.0,0.6,0.4,0.4
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_3_distraction_tools_tool_description_scrambled,0.6,0.0,0.0,0.0,0.4,0.6,0.6,0.6,0.6,0.4,0.6,0.12183149021828155,
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_3_distraction_tools_tool_name_scrambled,0.6,0.4,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4
find_temperature_f_with_location_and_time_diff_low_battery_mode_multiple_user_turn_all_tools,0.6,0.6,0.0,0.0,0.4,0.4,0.4,0.4,0.6,0.0,0.6,0.9236145687646827,
find_temperature_f_with_location_and_time_diff_multiple_user_turn,0.9459790970145288,0.9379098742306633,0.0,0.0,0.6273141012823705,0.6484882393671857,0.636982716771556,0.6210793273277514,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8880565301085076,0.3333333333333333
find_temperature_f_with_location_and_time_diff_multiple_user_turn_10_distraction_tools,0.3333333333333333,0.9215748241017919,0.0,0.0,0.627635568742429,0.3333333333333333,0.9818215727005191,0.6210793273277514,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8889767551022936,0.3333333333333333
find_temperature_f_with_location_and_time_diff_multiple_user_turn_3_distraction_tools,0.3333333333333333,0.9557573525272591,0.0,0.0,0.6168203217039362,0.3333333333333333,0.9636329030024156,0.6038541770292923,0.9442277194530303,0.5671782796768579,0.3333333333333333,0.8909466520350625,0.3333333333333333
find_temperature_f_with_location_and_time_diff_multiple_user_turn_3_distraction_tools_arg_description_scrambled,0.3333333333333333,0.9277274995425419,0.0,0.0,0.6245268198384549,0.0,0.6466504191095143,0.6222778297787195,0.9417377942600682,0.0,0.0,0.3333333333333333,0.0
find_temperature_f_with_location_and_time_diff_multiple_user_turn_3_distraction_tools_arg_type_scrambled,0.9201855580041959,0.9195103968135734,0.0,0.0,0.6302995696690822,0.9818215727005191,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
find_temperature_f_with_location_and_time_diff_multiple_user_turn_3_distraction_tools_tool_description_scrambled,0.3333333333333333,0.9044795471320932,0.0,0.0,0.6331421104045001,0.3333333333333333,0.9703160501048894,0.5715845793728636,0.6060629350294744,0.8802500317816605,0.3333333333333333,0.0,0.3333333333333333
find_temperature_f_with_location_and_time_diff_multiple_user_turn_3_distraction_tools_tool_name_scrambled,0.9331168189432044,0.3333333333333333,0.0,0.0,0.6289465677139855,0.9818215727005191,0.9703160501048894,0.9491447633238571,0.9412581576455638,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
find_temperature_f_with_location_and_time_diff_multiple_user_turn_all_tools,0.9267833024776527,0.3333333333333333,0.0,0.0,0.6316971511998358,0.0,0.9468845150835566,0.3333333333333333,0.3333333333333333,0.5564311910989032,0.980184275681756,0.3333333333333333,0.9412581576455638
